FECHA HECHO,COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,CANTIDAD
26/07/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
26/07/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,5
27/07/2022,25,CUNDINAMARCA,25175,CHIA,2
27/07/2022,25,CUNDINAMARCA,25214,COTA,2
27/07/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
27/07/2022,25,CUNDINAMARCA,25758,SOPO,1
27/07/2022,25,CUNDINAMARCA,25817,TOCANCIPA,4
27/07/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,5
28/07/2022,25,CUNDINAMARCA,25126,CAJICA,1
28/07/2022,25,CUNDINAMARCA,25175,CHIA,2
28/07/2022,25,CUNDINAMARCA,25214,COTA,1
28/07/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
28/07/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
28/07/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
29/07/2022,25,CUNDINAMARCA,25126,CAJICA,2
29/07/2022,25,CUNDINAMARCA,25175,CHIA,4
29/07/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,5
30/07/2022,25,CUNDINAMARCA,25126,CAJICA,3
30/07/2022,25,CUNDINAMARCA,25175,CHIA,2
30/07/2022,25,CUNDINAMARCA,25214,COTA,1
30/07/2022,25,CUNDINAMARCA,25295,GACHANCIPA,3
30/07/2022,25,CUNDINAMARCA,25486,NEMOCON,1
30/07/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,5
31/07/2022,25,CUNDINAMARCA,25126,CAJICA,1
31/07/2022,25,CUNDINAMARCA,25175,CHIA,3
31/07/2022,25,CUNDINAMARCA,25214,COTA,1
31/07/2022,25,CUNDINAMARCA,25785,TABIO,2
31/07/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,6
01/08/2022,25,CUNDINAMARCA,25175,CHIA,3
01/08/2022,25,CUNDINAMARCA,25214,COTA,2
01/08/2022,25,CUNDINAMARCA,25799,TENJO,1
01/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,2
01/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,9
02/08/2022,25,CUNDINAMARCA,25175,CHIA,4
02/08/2022,25,CUNDINAMARCA,25214,COTA,1
02/08/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
02/08/2022,25,CUNDINAMARCA,25785,TABIO,1
02/08/2022,25,CUNDINAMARCA,25799,TENJO,1
02/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
02/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
03/08/2022,25,CUNDINAMARCA,25126,CAJICA,1
03/08/2022,25,CUNDINAMARCA,25175,CHIA,4
03/08/2022,25,CUNDINAMARCA,25214,COTA,2
03/08/2022,25,CUNDINAMARCA,25295,GACHANCIPA,2
03/08/2022,25,CUNDINAMARCA,25758,SOPO,1
03/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
03/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,1
04/08/2022,25,CUNDINAMARCA,25175,CHIA,2
04/08/2022,25,CUNDINAMARCA,25214,COTA,3
04/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,4
05/08/2022,25,CUNDINAMARCA,25126,CAJICA,1
05/08/2022,25,CUNDINAMARCA,25175,CHIA,4
05/08/2022,25,CUNDINAMARCA,25214,COTA,1
05/08/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
05/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
06/08/2022,25,CUNDINAMARCA,25126,CAJICA,4
06/08/2022,25,CUNDINAMARCA,25175,CHIA,3
06/08/2022,25,CUNDINAMARCA,25214,COTA,2
06/08/2022,25,CUNDINAMARCA,25758,SOPO,2
06/08/2022,25,CUNDINAMARCA,25785,TABIO,1
06/08/2022,25,CUNDINAMARCA,25799,TENJO,2
07/08/2022,25,CUNDINAMARCA,25175,CHIA,7
07/08/2022,25,CUNDINAMARCA,25785,TABIO,1
07/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
08/08/2022,25,CUNDINAMARCA,25126,CAJICA,3
08/08/2022,25,CUNDINAMARCA,25175,CHIA,2
08/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,4
08/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
09/08/2022,25,CUNDINAMARCA,25126,CAJICA,1
09/08/2022,25,CUNDINAMARCA,25175,CHIA,6
09/08/2022,25,CUNDINAMARCA,25214,COTA,2
09/08/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
09/08/2022,25,CUNDINAMARCA,25758,SOPO,1
09/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
09/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
10/08/2022,25,CUNDINAMARCA,25126,CAJICA,3
10/08/2022,25,CUNDINAMARCA,25175,CHIA,3
10/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,4
11/08/2022,25,CUNDINAMARCA,25126,CAJICA,2
11/08/2022,25,CUNDINAMARCA,25175,CHIA,6
11/08/2022,25,CUNDINAMARCA,25214,COTA,2
11/08/2022,25,CUNDINAMARCA,25758,SOPO,1
11/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,4
12/08/2022,25,CUNDINAMARCA,25126,CAJICA,1
12/08/2022,25,CUNDINAMARCA,25175,CHIA,3
12/08/2022,25,CUNDINAMARCA,25214,COTA,1
12/08/2022,25,CUNDINAMARCA,25799,TENJO,1
12/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,2
12/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,1
13/08/2022,25,CUNDINAMARCA,25126,CAJICA,6
13/08/2022,25,CUNDINAMARCA,25175,CHIA,3
13/08/2022,25,CUNDINAMARCA,25295,GACHANCIPA,2
13/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
13/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,7
14/08/2022,25,CUNDINAMARCA,25126,CAJICA,1
14/08/2022,25,CUNDINAMARCA,25175,CHIA,2
14/08/2022,25,CUNDINAMARCA,25214,COTA,1
14/08/2022,25,CUNDINAMARCA,25758,SOPO,1
14/08/2022,25,CUNDINAMARCA,25799,TENJO,3
14/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
14/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
15/08/2022,25,CUNDINAMARCA,25126,CAJICA,1
15/08/2022,25,CUNDINAMARCA,25175,CHIA,7
15/08/2022,25,CUNDINAMARCA,25214,COTA,1
15/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,1
16/08/2022,25,CUNDINAMARCA,25126,CAJICA,1
16/08/2022,25,CUNDINAMARCA,25175,CHIA,3
16/08/2022,25,CUNDINAMARCA,25214,COTA,3
16/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
17/08/2022,25,CUNDINAMARCA,25126,CAJICA,3
17/08/2022,25,CUNDINAMARCA,25175,CHIA,5
17/08/2022,25,CUNDINAMARCA,25214,COTA,1
17/08/2022,25,CUNDINAMARCA,25785,TABIO,2
17/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
17/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,4
18/08/2022,25,CUNDINAMARCA,25126,CAJICA,4
18/08/2022,25,CUNDINAMARCA,25175,CHIA,7
18/08/2022,25,CUNDINAMARCA,25214,COTA,2
18/08/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
18/08/2022,25,CUNDINAMARCA,25758,SOPO,1
18/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,8
18/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
19/08/2022,25,CUNDINAMARCA,25126,CAJICA,1
19/08/2022,25,CUNDINAMARCA,25175,CHIA,4
19/08/2022,25,CUNDINAMARCA,25214,COTA,5
19/08/2022,25,CUNDINAMARCA,25758,SOPO,1
19/08/2022,25,CUNDINAMARCA,25785,TABIO,1
19/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
19/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
20/08/2022,25,CUNDINAMARCA,25126,CAJICA,2
20/08/2022,25,CUNDINAMARCA,25175,CHIA,6
20/08/2022,25,CUNDINAMARCA,25785,TABIO,1
20/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
20/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,4
21/08/2022,25,CUNDINAMARCA,25126,CAJICA,1
21/08/2022,25,CUNDINAMARCA,25175,CHIA,3
21/08/2022,25,CUNDINAMARCA,25200,COGUA,1
21/08/2022,25,CUNDINAMARCA,25214,COTA,1
21/08/2022,25,CUNDINAMARCA,25758,SOPO,1
21/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
21/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
22/08/2022,25,CUNDINAMARCA,25175,CHIA,6
22/08/2022,25,CUNDINAMARCA,25214,COTA,1
22/08/2022,25,CUNDINAMARCA,25486,NEMOCON,1
22/08/2022,25,CUNDINAMARCA,25799,TENJO,1
22/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
22/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,1
23/08/2022,25,CUNDINAMARCA,25126,CAJICA,5
23/08/2022,25,CUNDINAMARCA,25175,CHIA,4
23/08/2022,25,CUNDINAMARCA,25799,TENJO,1
23/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,2
23/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
24/08/2022,25,CUNDINAMARCA,25126,CAJICA,4
24/08/2022,25,CUNDINAMARCA,25175,CHIA,5
24/08/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
24/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
25/08/2022,25,CUNDINAMARCA,25126,CAJICA,2
25/08/2022,25,CUNDINAMARCA,25175,CHIA,6
25/08/2022,25,CUNDINAMARCA,25200,COGUA,1
25/08/2022,25,CUNDINAMARCA,25214,COTA,2
25/08/2022,25,CUNDINAMARCA,25758,SOPO,2
25/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
26/08/2022,25,CUNDINAMARCA,25126,CAJICA,3
26/08/2022,25,CUNDINAMARCA,25175,CHIA,6
26/08/2022,25,CUNDINAMARCA,25214,COTA,1
26/08/2022,25,CUNDINAMARCA,25799,TENJO,2
26/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
27/08/2022,25,CUNDINAMARCA,25126,CAJICA,2
27/08/2022,25,CUNDINAMARCA,25175,CHIA,9
27/08/2022,25,CUNDINAMARCA,25758,SOPO,1
27/08/2022,25,CUNDINAMARCA,25799,TENJO,1
27/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
28/08/2022,25,CUNDINAMARCA,25126,CAJICA,1
28/08/2022,25,CUNDINAMARCA,25175,CHIA,3
28/08/2022,25,CUNDINAMARCA,25214,COTA,1
28/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
29/08/2022,25,CUNDINAMARCA,25126,CAJICA,1
29/08/2022,25,CUNDINAMARCA,25175,CHIA,5
29/08/2022,25,CUNDINAMARCA,25214,COTA,5
29/08/2022,25,CUNDINAMARCA,25758,SOPO,1
29/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,3
29/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
30/08/2022,25,CUNDINAMARCA,25126,CAJICA,2
30/08/2022,25,CUNDINAMARCA,25175,CHIA,4
30/08/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
30/08/2022,25,CUNDINAMARCA,25799,TENJO,2
30/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
31/08/2022,25,CUNDINAMARCA,25126,CAJICA,3
31/08/2022,25,CUNDINAMARCA,25175,CHIA,4
31/08/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
31/08/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
01/09/2022,25,CUNDINAMARCA,25126,CAJICA,1
01/09/2022,25,CUNDINAMARCA,25175,CHIA,4
01/09/2022,25,CUNDINAMARCA,25214,COTA,3
01/09/2022,25,CUNDINAMARCA,25799,TENJO,1
01/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
01/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,4
02/09/2022,25,CUNDINAMARCA,25126,CAJICA,2
02/09/2022,25,CUNDINAMARCA,25175,CHIA,4
02/09/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
02/09/2022,25,CUNDINAMARCA,25486,NEMOCON,1
02/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
02/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,4
03/09/2022,25,CUNDINAMARCA,25126,CAJICA,2
03/09/2022,25,CUNDINAMARCA,25175,CHIA,8
03/09/2022,25,CUNDINAMARCA,25214,COTA,1
03/09/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
03/09/2022,25,CUNDINAMARCA,25758,SOPO,1
03/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,1
04/09/2022,25,CUNDINAMARCA,25126,CAJICA,2
04/09/2022,25,CUNDINAMARCA,25175,CHIA,2
04/09/2022,25,CUNDINAMARCA,25214,COTA,4
04/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,3
04/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
05/09/2022,25,CUNDINAMARCA,25126,CAJICA,2
05/09/2022,25,CUNDINAMARCA,25175,CHIA,6
05/09/2022,25,CUNDINAMARCA,25758,SOPO,1
05/09/2022,25,CUNDINAMARCA,25785,TABIO,1
05/09/2022,25,CUNDINAMARCA,25799,TENJO,2
05/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
06/09/2022,25,CUNDINAMARCA,25126,CAJICA,7
06/09/2022,25,CUNDINAMARCA,25175,CHIA,2
06/09/2022,25,CUNDINAMARCA,25214,COTA,1
06/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
07/09/2022,25,CUNDINAMARCA,25126,CAJICA,1
07/09/2022,25,CUNDINAMARCA,25175,CHIA,2
07/09/2022,25,CUNDINAMARCA,25214,COTA,7
07/09/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
07/09/2022,25,CUNDINAMARCA,25785,TABIO,2
07/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
07/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
08/09/2022,25,CUNDINAMARCA,25126,CAJICA,2
08/09/2022,25,CUNDINAMARCA,25175,CHIA,9
08/09/2022,25,CUNDINAMARCA,25214,COTA,1
08/09/2022,25,CUNDINAMARCA,25785,TABIO,1
08/09/2022,25,CUNDINAMARCA,25799,TENJO,1
08/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,5
09/09/2022,25,CUNDINAMARCA,25126,CAJICA,1
09/09/2022,25,CUNDINAMARCA,25175,CHIA,4
09/09/2022,25,CUNDINAMARCA,25214,COTA,1
09/09/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
09/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,4
10/09/2022,25,CUNDINAMARCA,25126,CAJICA,6
10/09/2022,25,CUNDINAMARCA,25175,CHIA,3
10/09/2022,25,CUNDINAMARCA,25214,COTA,1
10/09/2022,25,CUNDINAMARCA,25799,TENJO,1
10/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,3
10/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
11/09/2022,25,CUNDINAMARCA,25126,CAJICA,1
11/09/2022,25,CUNDINAMARCA,25175,CHIA,2
11/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,2
12/09/2022,25,CUNDINAMARCA,25126,CAJICA,2
12/09/2022,25,CUNDINAMARCA,25175,CHIA,6
12/09/2022,25,CUNDINAMARCA,25214,COTA,1
12/09/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
12/09/2022,25,CUNDINAMARCA,25486,NEMOCON,1
12/09/2022,25,CUNDINAMARCA,25758,SOPO,1
12/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,2
12/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
13/09/2022,25,CUNDINAMARCA,25126,CAJICA,2
13/09/2022,25,CUNDINAMARCA,25175,CHIA,10
13/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,4
13/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,6
14/09/2022,25,CUNDINAMARCA,25126,CAJICA,2
14/09/2022,25,CUNDINAMARCA,25175,CHIA,2
14/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,2
14/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,4
15/09/2022,25,CUNDINAMARCA,25126,CAJICA,6
15/09/2022,25,CUNDINAMARCA,25175,CHIA,5
15/09/2022,25,CUNDINAMARCA,25214,COTA,4
15/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,2
15/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
16/09/2022,25,CUNDINAMARCA,25126,CAJICA,2
16/09/2022,25,CUNDINAMARCA,25175,CHIA,7
16/09/2022,25,CUNDINAMARCA,25214,COTA,2
16/09/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
16/09/2022,25,CUNDINAMARCA,25758,SOPO,1
16/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,3
16/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
17/09/2022,25,CUNDINAMARCA,25126,CAJICA,3
17/09/2022,25,CUNDINAMARCA,25175,CHIA,3
17/09/2022,25,CUNDINAMARCA,25214,COTA,2
17/09/2022,25,CUNDINAMARCA,25486,NEMOCON,2
17/09/2022,25,CUNDINAMARCA,25758,SOPO,1
17/09/2022,25,CUNDINAMARCA,25785,TABIO,1
18/09/2022,25,CUNDINAMARCA,25126,CAJICA,3
18/09/2022,25,CUNDINAMARCA,25175,CHIA,5
18/09/2022,25,CUNDINAMARCA,25214,COTA,1
18/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,3
18/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,1
19/09/2022,25,CUNDINAMARCA,25126,CAJICA,1
19/09/2022,25,CUNDINAMARCA,25175,CHIA,5
19/09/2022,25,CUNDINAMARCA,25214,COTA,1
19/09/2022,25,CUNDINAMARCA,25758,SOPO,1
19/09/2022,25,CUNDINAMARCA,25785,TABIO,1
19/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
19/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,2
20/09/2022,25,CUNDINAMARCA,25175,CHIA,9
20/09/2022,25,CUNDINAMARCA,25214,COTA,2
20/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
20/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,8
21/09/2022,25,CUNDINAMARCA,25126,CAJICA,4
21/09/2022,25,CUNDINAMARCA,25175,CHIA,9
21/09/2022,25,CUNDINAMARCA,25214,COTA,2
21/09/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
21/09/2022,25,CUNDINAMARCA,25758,SOPO,2
21/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
21/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,5
22/09/2022,25,CUNDINAMARCA,25126,CAJICA,2
22/09/2022,25,CUNDINAMARCA,25175,CHIA,9
22/09/2022,25,CUNDINAMARCA,25214,COTA,4
22/09/2022,25,CUNDINAMARCA,25799,TENJO,1
22/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
22/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,7
23/09/2022,25,CUNDINAMARCA,25126,CAJICA,4
23/09/2022,25,CUNDINAMARCA,25175,CHIA,11
23/09/2022,25,CUNDINAMARCA,25214,COTA,3
23/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
23/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,10
24/09/2022,25,CUNDINAMARCA,25126,CAJICA,5
24/09/2022,25,CUNDINAMARCA,25175,CHIA,7
24/09/2022,25,CUNDINAMARCA,25214,COTA,2
24/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,12
24/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
25/09/2022,25,CUNDINAMARCA,25126,CAJICA,1
25/09/2022,25,CUNDINAMARCA,25175,CHIA,3
25/09/2022,25,CUNDINAMARCA,25200,COGUA,2
25/09/2022,25,CUNDINAMARCA,25214,COTA,1
25/09/2022,25,CUNDINAMARCA,25486,NEMOCON,1
25/09/2022,25,CUNDINAMARCA,25758,SOPO,1
25/09/2022,25,CUNDINAMARCA,25785,TABIO,1
25/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,5
25/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
26/09/2022,25,CUNDINAMARCA,25126,CAJICA,3
26/09/2022,25,CUNDINAMARCA,25175,CHIA,4
26/09/2022,25,CUNDINAMARCA,25214,COTA,6
26/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
26/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,4
27/09/2022,25,CUNDINAMARCA,25126,CAJICA,2
27/09/2022,25,CUNDINAMARCA,25175,CHIA,4
27/09/2022,25,CUNDINAMARCA,25214,COTA,5
27/09/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
27/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
28/09/2022,25,CUNDINAMARCA,25126,CAJICA,4
28/09/2022,25,CUNDINAMARCA,25175,CHIA,13
28/09/2022,25,CUNDINAMARCA,25214,COTA,1
28/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,3
28/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,5
29/09/2022,25,CUNDINAMARCA,25126,CAJICA,2
29/09/2022,25,CUNDINAMARCA,25175,CHIA,7
29/09/2022,25,CUNDINAMARCA,25214,COTA,4
29/09/2022,25,CUNDINAMARCA,25758,SOPO,1
29/09/2022,25,CUNDINAMARCA,25799,TENJO,1
29/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
30/09/2022,25,CUNDINAMARCA,25126,CAJICA,3
30/09/2022,25,CUNDINAMARCA,25175,CHIA,10
30/09/2022,25,CUNDINAMARCA,25214,COTA,1
30/09/2022,25,CUNDINAMARCA,25799,TENJO,1
30/09/2022,25,CUNDINAMARCA,25817,TOCANCIPA,2
30/09/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,5
01/10/2022,25,CUNDINAMARCA,25126,CAJICA,2
01/10/2022,25,CUNDINAMARCA,25175,CHIA,16
01/10/2022,25,CUNDINAMARCA,25758,SOPO,1
01/10/2022,25,CUNDINAMARCA,25799,TENJO,2
01/10/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
01/10/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,9
02/10/2022,25,CUNDINAMARCA,25126,CAJICA,2
02/10/2022,25,CUNDINAMARCA,25175,CHIA,3
02/10/2022,25,CUNDINAMARCA,25817,TOCANCIPA,3
02/10/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,4
03/10/2022,25,CUNDINAMARCA,25126,CAJICA,5
03/10/2022,25,CUNDINAMARCA,25175,CHIA,4
03/10/2022,25,CUNDINAMARCA,25214,COTA,1
03/10/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
03/10/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
04/10/2022,25,CUNDINAMARCA,25126,CAJICA,2
04/10/2022,25,CUNDINAMARCA,25175,CHIA,7
04/10/2022,25,CUNDINAMARCA,25214,COTA,2
04/10/2022,25,CUNDINAMARCA,25799,TENJO,1
04/10/2022,25,CUNDINAMARCA,25817,TOCANCIPA,3
04/10/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
05/10/2022,25,CUNDINAMARCA,25126,CAJICA,6
05/10/2022,25,CUNDINAMARCA,25175,CHIA,12
05/10/2022,25,CUNDINAMARCA,25214,COTA,2
05/10/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
05/10/2022,25,CUNDINAMARCA,25758,SOPO,1
05/10/2022,25,CUNDINAMARCA,25817,TOCANCIPA,2
05/10/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,4
06/10/2022,25,CUNDINAMARCA,25126,CAJICA,4
06/10/2022,25,CUNDINAMARCA,25175,CHIA,2
06/10/2022,25,CUNDINAMARCA,25214,COTA,1
06/10/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
06/10/2022,25,CUNDINAMARCA,25785,TABIO,1
06/10/2022,25,CUNDINAMARCA,25799,TENJO,1
06/10/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
06/10/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,6
07/10/2022,25,CUNDINAMARCA,25126,CAJICA,1
07/10/2022,25,CUNDINAMARCA,25175,CHIA,9
07/10/2022,25,CUNDINAMARCA,25785,TABIO,5
07/10/2022,25,CUNDINAMARCA,25817,TOCANCIPA,3
07/10/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
08/10/2022,25,CUNDINAMARCA,25126,CAJICA,1
08/10/2022,25,CUNDINAMARCA,25175,CHIA,4
08/10/2022,25,CUNDINAMARCA,25214,COTA,8
08/10/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,3
09/10/2022,25,CUNDINAMARCA,25126,CAJICA,1
09/10/2022,25,CUNDINAMARCA,25175,CHIA,5
09/10/2022,25,CUNDINAMARCA,25200,COGUA,1
09/10/2022,25,CUNDINAMARCA,25214,COTA,7
09/10/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
09/10/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,1
10/10/2022,25,CUNDINAMARCA,25126,CAJICA,7
10/10/2022,25,CUNDINAMARCA,25175,CHIA,7
10/10/2022,25,CUNDINAMARCA,25214,COTA,4
10/10/2022,25,CUNDINAMARCA,25486,NEMOCON,1
10/10/2022,25,CUNDINAMARCA,25758,SOPO,1
10/10/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
10/10/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,4
11/10/2022,25,CUNDINAMARCA,25126,CAJICA,6
11/10/2022,25,CUNDINAMARCA,25175,CHIA,2
11/10/2022,25,CUNDINAMARCA,25295,GACHANCIPA,1
11/10/2022,25,CUNDINAMARCA,25758,SOPO,1
11/10/2022,25,CUNDINAMARCA,25799,TENJO,2
11/10/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,4
12/10/2022,25,CUNDINAMARCA,25126,CAJICA,1
12/10/2022,25,CUNDINAMARCA,25175,CHIA,7
12/10/2022,25,CUNDINAMARCA,25214,COTA,3
12/10/2022,25,CUNDINAMARCA,25758,SOPO,1
12/10/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
12/10/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,6
13/10/2022,25,CUNDINAMARCA,25126,CAJICA,2
13/10/2022,25,CUNDINAMARCA,25175,CHIA,11
13/10/2022,25,CUNDINAMARCA,25214,COTA,5
13/10/2022,25,CUNDINAMARCA,25758,SOPO,1
13/10/2022,25,CUNDINAMARCA,25817,TOCANCIPA,1
13/10/2022,25,CUNDINAMARCA,25899,ZIPAQUIRA,7
14/10/2022,25,CUNDINAMARCA,25126,CAJICA,6
14/10/2022,25,CUNDINAMARCA,25175,CHIA,8
